,Fish_ID,Beas_population_code,Population_old_code,Harvested,Head.time.moving,Head.total.time,Head.raw.speed,Head.speed.moving,Head.time.stationary,Trial,Treatment,Normalized_Time.moving,FSR,FastestFSR,Status,FastestStatus,Aquarium,Acclimation,Sex,Weight_start,Weight_end,Length_start,Length_end,SGR,Weight_resp,SGR_length,MMR_mghg,SMR_mghg,MMR_scaled,SMR_scaled,AS,Harvest2,Length2,FastestFSR2
427,7fb,3,1,Large,39.26666667,865.6,1.522005954,7.369667438,826.3333333,1,Hypoxia,0.045363524,NA,6,0,1,7,Normoxia acclimated,F,0.2,0.25,20,21.5,0.38,0.21,0.12,0.876,0.119,0.247,0.032,0.215,Negative,20,6
428,7mp,7,3,Large,38.83333333,865.6,2.594223012,8.029041695,826.7666667,3,Normoxia,0.044862908,4,4,1,1,7,Normoxia acclimated,M,0.15,0.18,19,19.5,0.31,0.17,0.04,0.947,0.362,0.259,0.091,0.168,Negative,20,4
429,4fp,8,3,Random,38.16666667,865.6,2.078186763,8.373042547,827.4333333,2,Normoxia,0.04409273,NA,NA,NA,NA,4,Normoxia acclimated,F,0.17,0.62,20,27,2.23,0.43,0.52,0.964,0.301,0.3,0.099,0.201,Random,20,NA
430,8fb,3,1,Large,38.16666667,865.6,2.022104536,7.673030998,827.4333333,2,Normoxia,0.04409273,NA,NA,NA,NA,8,Hypoxia acclimated,F,0.21,0.35,21.5,25,0.88,0.34,0.26,1.089,0.283,0.328,0.087,0.241,Negative,22,NA
431,3fl,5,2,Random,37.96666667,865.6,1.577529052,7.681557953,827.6333333,2,Normoxia,0.043861676,6,6,1,1,3,Hypoxia acclimated,F,0.22,0.69,21.5,27.5,1.97,0.72,0.42,0.897,0.283,0.3,0.108,0.192,Random,22,6
432,11fp,8,3,Random,37.93333333,865.6,2.364340967,6.611992329,827.6666667,3,Hypoxia,0.043823167,NA,NA,NA,NA,11,Normoxia acclimated,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Random,NA,NA
433,6mb,1,1,Small,37.83333333,865.6,2.560812481,7.886914842,827.7666667,2,Normoxia,0.04370764,NA,NA,NA,NA,6,Normoxia acclimated,M,0.07,0.09,14.5,16,0.43,0.08,0.17,1.382,0.698,0.34,0.141,0.199,Positive,14,NA
434,3fg,5,2,Random,37.6,865.6,1.026595532,7.123427324,828,2,Recovery,0.043438078,NA,NA,NA,NA,3,Hypoxia acclimated,F,0.3,0.82,23.5,30,1.73,0.93,0.42,NA,NA,NA,NA,NA,Random,24,NA
435,2fg,6,2,Small,37.53333333,865.6,1.782013928,6.855769958,828.0666667,3,Normoxia,0.04336106,8,20,1,1,2,Normoxia acclimated,F,0.12,0.34,18.5,23,1.8,0.25,0.38,1.129,0.195,0.326,0.055,0.271,Positive,23,8
436,12fg,6,2,Small,37.46666667,865.6,1.154877753,7.761291679,828.1333333,2,Normoxia,0.043284042,41,41,1,1,12,Hypoxia acclimated,F,0.11,0.44,17.5,24.5,2.39,0.37,0.58,1.049,0.212,0.32,0.067,0.253,Positive,18,41
437,12mb,1,1,Small,37.43333333,865.6,2.116209508,7.465773755,828.1666667,1,Recovery,0.043245533,NA,NA,NA,NA,12,Hypoxia acclimated,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Positive,NA,NA
438,12fb,1,1,Small,37.3,865.6,1.322575878,8.617526282,828.3,2,Normoxia,0.043091497,6,27,1,1,12,Hypoxia acclimated,F,0.17,0.62,19.5,27,2.23,0.44,0.56,0.558,0.221,0.174,0.073,0.101,Positive,20,6
439,5mb,1,1,Small,37.3,865.6,2.47552834,6.495886864,828.3,3,Normoxia,0.043091497,7,14,1,1,5,Hypoxia acclimated,M,0.07,0.08,12.5,16,0.23,0.09,0.43,0.427,0.036,0.107,0.008,0.099,Positive,16,6
440,2fl,9,3,Small,37.1,865.6,1.23622319,7.675386596,828.5,3,Hypoxia,0.042860444,NA,143,0,1,2,Normoxia acclimated,F,0.29,0.54,23.5,27.5,1.07,0.51,0.27,0.402,0.227,0.128,0.079,0.049,Positive,28,143
441,3fl,5,2,Random,37.1,865.6,1.607195262,8.867070537,828.5,2,Recovery,0.042860444,4,4,1,1,3,Hypoxia acclimated,F,0.22,0.69,21.5,27.5,1.97,0.72,0.42,NA,NA,NA,NA,NA,Random,22,4
442,7mb,3,1,Large,37.03333333,865.6,1.992633942,8.997259171,828.5666667,1,Hypoxia,0.042783426,NA,NA,NA,NA,7,Normoxia acclimated,M,0.13,0.15,18,19,0.25,0.14,0.09,0.613,0.098,0.163,0.023,0.14,Negative,18,NA
443,6fg,6,2,Small,36.83333333,865.6,2.324075557,6.850400416,828.7666667,2,Hypoxia,0.042552372,6,24,1,1,6,Normoxia acclimated,F,0.11,0.45,17,25.5,2.43,0.37,0.7,0.596,0.216,0.182,0.068,0.114,Positive,17,6
444,3fl,5,2,Random,36.76666667,865.6,1.982489432,6.928026762,828.8333333,3,Recovery,0.042475354,45,4,1,1,3,Hypoxia acclimated,F,0.22,0.69,21.5,27.5,1.97,0.72,0.42,NA,NA,NA,NA,NA,Random,28,4
445,2mb,1,1,Small,36.73333333,865.6,2.327758439,6.90517264,828.8666667,3,Hypoxia,0.042436845,6,4,1,1,2,Normoxia acclimated,M,0.05,0.07,15.5,16,0.58,0.09,0.05,0.175,0.15,0.044,0.031,0.013,Positive,16,4
446,3fb,2,1,Random,36.73333333,865.6,1.758922754,6.494563496,828.8666667,3,Recovery,0.042436845,19,19,1,1,3,Hypoxia acclimated,F,0.22,0.58,21.5,26.5,1.67,0.45,0.36,NA,NA,NA,NA,NA,Random,26,19
447,6fp,9,3,Small,35.9,865.6,2.405976165,6.811768726,829.7,2,Normoxia,0.041474122,5,4,1,1,6,Normoxia acclimated,F,0.12,0.33,17,23.5,1.74,0.28,0.56,0.661,0.329,0.194,0.096,0.098,Positive,17,4
448,1mb,2,1,Random,35.83333333,865.6,2.147312201,7.485565067,829.7666667,3,Recovery,0.041397104,NA,52,0,1,1,Hypoxia acclimated,M,0.1,0.12,16,18,0.31,0.11,0.2,NA,NA,NA,NA,NA,Random,18,52
449,10fl,4,2,Large,35.76666667,865.6,0.996889847,7.798631574,829.8333333,2,Normoxia,0.041320086,NA,7,0,1,10,Hypoxia acclimated,F,0.21,0.87,21.5,29,2.45,0.55,0.52,0.88,0.272,0.284,0.096,0.188,Negative,22,7
450,8ml,7,3,Large,35.73333333,865.6,2.44898677,7.452933298,829.8666667,3,Hypoxia,0.041281577,NA,NA,NA,NA,8,Hypoxia acclimated,M,0.13,0.15,18,19,0.25,0.15,0.09,0.809,0.104,0.217,0.025,0.192,Negative,19,NA
451,11fg,5,2,Random,35.7,865.6,2.375949153,6.629989481,829.9,3,Normoxia,0.041243068,49,49,1,1,11,Normoxia acclimated,F,0.23,0.61,23,29,1.68,0.76,0.4,0.714,0.322,0.241,0.125,0.116,Random,29,5
452,1mg,5,2,Random,35.7,865.6,1.505529364,11.0877738,829.9,2,Hypoxia,0.041243068,29,29,1,1,1,Hypoxia acclimated,M,0.14,0.17,18.5,19,0.33,0.15,0.05,0.744,0.256,0.2,0.062,0.138,Random,18,29
453,3fg,5,2,Random,35.53333333,865.6,1.353344127,6.465749831,830.0666667,2,Hypoxia,0.041050524,NA,NA,NA,NA,3,Hypoxia acclimated,F,0.3,0.82,23.5,30,1.73,0.93,0.42,0.381,0.213,0.132,0.088,0.044,Random,24,NA
454,9fl,7,3,Large,35.5,865.6,2.491351025,7.561519547,830.1,3,Recovery,0.041012015,6,19,1,1,9,Normoxia acclimated,F,0.2,0.59,21,28,1.87,0.42,0.5,NA,NA,NA,NA,NA,Negative,28,6
455,11ml,5,2,Random,35.3,865.6,1.620767642,10.27701803,830.3,3,Normoxia,0.040780961,6,4,1,1,11,Normoxia acclimated,M,0.12,0.14,17,18,0.27,0.14,0.1,1.051,0.451,0.28,0.107,0.173,Random,18,4
456,1mp,8,3,Random,35.16666667,865.6,2.22686494,11.63997214,830.4333333,2,Normoxia,0.040626925,NA,6,0,1,1,Hypoxia acclimated,M,0.13,0.16,19.5,19.5,0.36,0.16,0,1.155,0.481,0.313,0.119,0.194,Random,20,6
457,2fp,9,3,Small,34.96666667,865.6,1.275173108,6.347052588,830.6333333,1,Hypoxia,0.040395872,NA,NA,NA,NA,2,Normoxia acclimated,F,0.3,0.58,23.5,28.5,1.14,0.43,0.33,0.557,0.171,0.174,0.056,0.118,Positive,24,NA
458,7fb,3,1,Large,34.76666667,865.6,0.716385644,7.920070318,830.8333333,3,Normoxia,0.040164818,6,6,1,1,7,Normoxia acclimated,F,0.2,0.25,20,21.5,0.38,0.21,0.12,1.241,0.341,0.35,0.091,0.259,Negative,22,6
459,8fp,7,3,Large,34.76666667,865.6,1.838981302,6.477461379,830.8333333,2,Normoxia,0.040164818,27,27,1,1,8,Hypoxia acclimated,F,0.2,0.49,22,26,1.54,0.49,0.29,0.821,0.24,0.26,0.082,0.178,Negative,22,27
460,6fl,9,3,Small,34.66666667,865.6,2.213776492,7.490385448,830.9333333,3,Hypoxia,0.040049291,33,26,1,1,6,Normoxia acclimated,F,0.13,0.65,19.5,27.5,2.77,0.54,0.59,0.559,0.215,0.18,0.076,0.104,Positive,28,8
461,6mb,1,1,Small,34.66666667,865.6,1.60353879,7.931030286,830.9333333,3,Normoxia,0.040049291,NA,NA,NA,NA,6,Normoxia acclimated,M,0.07,0.09,14.5,16,0.43,0.08,0.17,1.382,0.698,0.34,0.141,0.199,Positive,16,NA
462,1mb,2,1,Random,34.53333333,865.6,1.239882617,8.947794826,831.0666667,3,Normoxia,0.039895256,NA,10,0,1,1,Hypoxia acclimated,M,0.1,0.12,16,18,0.31,0.11,0.2,1.097,0.533,0.282,0.118,0.164,Random,18,10
463,12mp,9,3,Small,34.5,865.6,2.079370002,6.309280402,831.1,3,Hypoxia,0.039856747,51,51,1,1,12,Hypoxia acclimated,M,0.08,0.09,16,16.5,0.2,0.09,0.05,0.422,0.1,0.106,0.021,0.085,Positive,16,6
464,5fl,6,2,Small,34.5,865.6,2.054302446,8.175733924,831.1,2,Recovery,0.039856747,NA,NA,NA,NA,5,Hypoxia acclimated,F,0.19,0.38,20.5,24,1.2,0.36,0.27,NA,NA,NA,NA,NA,Positive,20,NA
465,11ml,5,2,Random,34.36666667,865.6,2.327979076,7.054110275,831.2333333,3,Hypoxia,0.039702711,44,33,1,1,11,Normoxia acclimated,M,0.12,0.14,17,18,0.27,0.14,0.1,0.662,0.214,0.176,0.051,0.125,Random,18,6
466,5fg,1,1,Small,34.3,865.6,1.846501659,9.477388987,831.3,2,Recovery,0.039625693,7,7,1,1,5,Hypoxia acclimated,F,0.13,0.43,18,25.5,2.06,0.4,0.6,NA,NA,NA,NA,NA,Positive,18,7
467,3ml,8,3,Random,34.1,865.6,1.940916724,5.894278687,831.5,3,Recovery,0.03939464,6,6,1,1,3,Hypoxia acclimated,M,0.12,0.12,17.5,18,0,0.11,0.05,NA,NA,NA,NA,NA,Random,18,6
468,3mb,2,1,Random,33.76666667,865.6,2.594909352,6.770433424,831.8333333,3,Hypoxia,0.03900955,NA,NA,NA,NA,3,Hypoxia acclimated,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Random,NA,NA
469,12fg,6,2,Small,33.6,865.6,1.099545894,9.967506602,832,1,Recovery,0.038817006,53,53,1,1,12,Hypoxia acclimated,F,0.11,0.44,17.5,24.5,2.39,0.37,0.58,NA,NA,NA,NA,NA,Positive,18,7
470,4fb,2,1,Random,33.56666667,865.6,2.302298792,7.605357989,832.0333333,3,Recovery,0.038778497,NA,NA,NA,NA,4,Normoxia acclimated,F,0.16,0.52,20,26.5,2.03,0.3,0.49,NA,NA,NA,NA,NA,Random,26,NA
471,10ml,4,2,Large,33.3,865.6,2.511043098,6.375665766,832.3,1,Recovery,0.038470425,NA,NA,NA,NA,10,Hypoxia acclimated,M,0.12,0.11,18,16.5,-0.15,0.13,-0.15,NA,NA,NA,NA,NA,Negative,18,NA
472,7mb,3,1,Large,32.9,865.6,1.973142537,10.95548668,832.7,2,Recovery,0.038008318,NA,NA,NA,NA,7,Normoxia acclimated,M,0.13,0.15,18,19,0.25,0.14,0.09,NA,NA,NA,NA,NA,Negative,18,NA
473,2mg,1,1,Small,32.8,865.6,2.269790549,6.701542165,832.8,1,Hypoxia,0.037892791,6,5,1,1,2,Normoxia acclimated,M,0.06,0.07,15.5,15.5,0.27,0.07,0,0.271,0.295,0.065,0.057,0.008,Positive,16,5
474,2mb,1,1,Small,32.76666667,865.6,2.420894543,6.628511052,832.8333333,3,Normoxia,0.037854282,7,7,1,1,2,Normoxia acclimated,M,0.05,0.07,15.5,16,0.58,0.09,0.05,0.595,0.111,0.149,0.023,0.126,Positive,16,7
475,6fb,1,1,Small,32.5,865.6,1.213070928,8.097292894,833.1,2,Hypoxia,0.037546211,6,19,1,1,6,Normoxia acclimated,F,0.12,0.34,16.5,24,1.8,0.4,0.65,0.439,0.014,0.135,0.005,0.13,Positive,16,6
476,7fg,4,2,Large,32.5,865.6,0.789831534,8.548303192,833.1,1,Hypoxia,0.037546211,NA,NA,NA,NA,7,Normoxia acclimated,F,0.22,1.11,22.5,32,2.79,0.81,0.61,0.272,0.229,0.093,0.091,0.002,Negative,22,NA
477,8fl,4,2,Large,32.43333333,865.6,2.180777244,7.082436306,833.1666667,2,Hypoxia,0.037469193,NA,48,0,1,8,Hypoxia acclimated,F,0.2,0.79,20.5,31,2.37,0.74,0.71,0.539,0.227,0.181,0.088,0.093,Negative,20,7
478,10fg,3,1,Large,32.33333333,865.6,2.7609992,7.07165418,833.2666667,3,Hypoxia,0.037353666,NA,7,0,1,10,Hypoxia acclimated,F,0.16,0.54,20,27,2.1,0.38,0.52,0.409,0.158,0.125,0.05,0.075,Negative,27,7
479,3fp,8,3,Random,32.26666667,865.6,1.84331886,6.951178295,833.3333333,3,Hypoxia,0.037276648,NA,NA,0,0,3,Hypoxia acclimated,F,0.18,0.25,20.5,23,0.57,0.29,0.2,0.54,0.175,0.159,0.051,0.108,Random,23,NA
480,12ml,9,3,Small,32.23333333,865.6,2.22494312,6.736495148,833.3666667,2,Normoxia,0.037238139,39,110,1,1,12,Hypoxia acclimated,M,0.12,0.14,18,18.5,0.27,0.13,0.05,1.118,0.309,0.295,0.072,0.223,Positive,18,5
481,9fb,3,1,Large,32.1,865.6,2.191877662,6.72763329,833.5,2,Normoxia,0.037084104,NA,123,0,1,9,Normoxia acclimated,F,0.17,0.44,20.5,26,1.64,0.34,0.41,0.61,0.299,0.184,0.092,0.092,Negative,20,6
482,8fb,3,1,Large,32.06666667,865.6,2.293569125,7.460423505,833.5333333,3,Hypoxia,0.037045595,NA,NA,NA,NA,8,Hypoxia acclimated,F,0.21,0.35,21.5,25,0.88,0.34,0.26,0.724,0.16,0.218,0.049,0.169,Negative,25,NA
483,11mg,2,1,Random,32.03333333,865.6,9.954109873,38.63321465,833.5666667,3,Hypoxia,0.037007086,91,31,1,1,11,Normoxia acclimated,M,0.1,0.12,17,17.5,0.31,0.12,0.05,1.119,0.363,0.292,0.083,0.209,Random,18,31
484,7fl,7,3,Large,32.03333333,865.6,3.968157408,17.08327168,833.5666667,2,Hypoxia,0.037007086,NA,NA,0,0,7,Normoxia acclimated,F,0.2,0.63,20.5,27,1.98,0.45,0.47,0.666,0.116,0.209,0.039,0.17,Negative,20,NA
485,10fb,3,1,Large,31.93333333,865.6,1.594808347,6.79225307,833.6666667,3,Hypoxia,0.036891559,NA,NA,0,0,10,Hypoxia acclimated,F,0.23,0.69,22,30.5,1.89,0.54,0.56,0.463,0.213,0.149,0.075,0.074,Negative,30,NA
486,5mb,1,1,Small,31.66666667,865.6,1.92141599,7.091138326,833.9333333,3,Hypoxia,0.036583487,7,5,1,1,5,Hypoxia acclimated,M,0.07,0.08,12.5,16,0.23,0.09,0.43,0.266,0.074,0.067,0.015,0.052,Positive,16,5
487,5fl,6,2,Small,31.63333333,865.6,1.879091351,6.668381783,833.9666667,1,Normoxia,0.036544978,NA,NA,NA,NA,5,Hypoxia acclimated,F,0.19,0.38,20.5,24,1.2,0.36,0.27,1.412,0.253,0.429,0.079,0.35,Positive,20,NA
488,10ml,4,2,Large,31.6,865.6,1.848388951,6.88800427,834,3,Hypoxia,0.03650647,NA,NA,NA,NA,10,Hypoxia acclimated,M,0.12,0.11,18,16.5,-0.15,0.13,-0.15,0.448,0.01,0.118,0.002,0.116,Negative,16,NA
489,3fl,5,2,Random,31.16666667,865.6,1.260082765,6.92937182,834.4333333,3,Normoxia,0.036005853,6,6,1,1,3,Hypoxia acclimated,F,0.22,0.69,21.5,27.5,1.97,0.72,0.42,0.897,0.283,0.3,0.108,0.192,Random,28,6
490,10mb,3,1,Large,31.13333333,865.6,2.470275378,6.991570925,834.4666667,3,Hypoxia,0.035967344,8,4,1,1,10,Hypoxia acclimated,M,0.13,0.14,17.5,18.5,0.13,0.14,0.1,0.595,0.021,0.158,0.005,0.153,Negative,18,4
491,10fg,3,1,Large,31.03333333,865.6,1.580716242,6.440504995,834.5666667,1,Hypoxia,0.035851818,7,7,1,1,10,Hypoxia acclimated,F,0.16,0.54,20,27,2.1,0.38,0.52,0.409,0.158,0.125,0.05,0.075,Negative,20,7
492,8mp,7,3,Large,31,865.6,1.838093167,10.94665239,834.6,1,Recovery,0.035813309,NA,7,0,1,8,Hypoxia acclimated,M,0.21,0.31,22.5,25,0.67,0.31,0.18,NA,NA,NA,NA,NA,Negative,22,7
493,6mb,1,1,Small,30.96666667,865.6,2.15712403,8.114050599,834.6333333,3,Recovery,0.0357748,NA,NA,NA,NA,6,Normoxia acclimated,M,0.07,0.09,14.5,16,0.43,0.08,0.17,NA,NA,NA,NA,NA,Positive,16,NA
494,9mg,4,2,Large,30.86666667,865.6,2.377504101,6.378078438,834.7333333,3,Recovery,0.035659273,6,4,1,1,9,Normoxia acclimated,M,0.1,0.13,17,18,0.45,0.12,0.1,NA,NA,NA,NA,NA,Negative,18,4
495,11mb,2,1,Random,30.8,865.6,1.419578032,8.891516302,834.8,2,Recovery,0.035582255,NA,NA,0,0,11,Normoxia acclimated,M,0.1,0.08,16,16,-0.38,0.08,0,NA,NA,NA,NA,NA,Random,16,NA
496,8fb,3,1,Large,30.76666667,865.6,2.352783722,7.297221952,834.8333333,3,Normoxia,0.035543746,NA,NA,NA,NA,8,Hypoxia acclimated,F,0.21,0.35,21.5,25,0.88,0.34,0.26,1.089,0.283,0.328,0.087,0.241,Negative,25,NA
497,6fl,9,3,Small,30.73333333,865.6,2.421492185,6.486291877,834.8666667,2,Normoxia,0.035505237,19,19,1,1,6,Normoxia acclimated,F,0.13,0.65,19.5,27.5,2.77,0.54,0.59,0.736,0.294,0.237,0.104,0.133,Positive,20,6
498,1fp,8,3,Random,30.63333333,865.6,1.838764843,8.032777449,834.9666667,1,Hypoxia,0.03538971,6,6,1,1,1,Hypoxia acclimated,F,0.19,0.2,20.5,21.5,0.09,0.19,0.08,0.881,0.175,0.245,0.046,0.199,Random,20,6
499,8mb,3,1,Large,30.6,865.6,2.10383812,6.928017624,835,2,Hypoxia,0.035351201,5,40,1,1,8,Hypoxia acclimated,M,0.11,0.16,18,18.5,0.65,0.11,0.05,0.792,0.187,0.204,0.042,0.162,Negative,18,5
500,12fl,6,2,Small,30.4,865.6,1.271259028,7.650989379,835.2,3,Hypoxia,0.035120148,NA,4,0,1,12,Hypoxia acclimated,F,0.16,0.38,19,24,1.49,0.32,0.4,0.582,0.169,0.174,0.051,0.123,Positive,24,4
501,11fg,5,2,Random,30.2,865.6,2.157615718,6.608248762,835.4,2,Recovery,0.034889094,6,53,1,1,11,Normoxia acclimated,F,0.23,0.61,23,29,1.68,0.76,0.4,NA,NA,NA,NA,NA,Random,23,6
502,1mg,5,2,Random,30.1,865.6,1.133193229,9.707399284,835.5,3,Recovery,0.034773567,NA,102,0,1,1,Hypoxia acclimated,M,0.14,0.17,18.5,19,0.33,0.15,0.05,NA,NA,NA,NA,NA,Random,19,27
503,5fl,6,2,Small,30.03333333,865.6,1.801665086,7.668379114,835.5666667,1,Hypoxia,0.03469655,NA,NA,NA,NA,5,Hypoxia acclimated,F,0.19,0.38,20.5,24,1.2,0.36,0.27,0.758,0.122,0.23,0.038,0.192,Positive,20,NA
504,7mp,7,3,Large,30,865.6,2.191903873,7.453222814,835.6,1,Hypoxia,0.034658041,NA,4,0,1,7,Normoxia acclimated,M,0.15,0.18,19,19.5,0.31,0.17,0.04,0.613,0.274,0.168,0.069,0.099,Negative,19,4
505,7fp,7,3,Large,29.83333333,865.6,1.848439994,7.507510054,835.7666667,2,Hypoxia,0.034465496,47,27,1,1,7,Normoxia acclimated,F,0.25,0.99,22.5,31,2.37,0.66,0.55,0.488,0.247,0.161,0.092,0.069,Negative,22,27
506,10fp,7,3,Large,29.46666667,865.6,2.095786717,6.715155196,836.1333333,3,Recovery,0.034041898,NA,31,0,1,10,Hypoxia acclimated,F,0.23,0.6,21.5,27.5,1.65,0.43,0.42,NA,NA,NA,NA,NA,Negative,28,31
507,6fb,1,1,Small,29.43333333,865.6,1.485591992,8.514873271,836.1666667,3,Normoxia,0.034003389,5,4,1,1,6,Normoxia acclimated,F,0.12,0.34,16.5,24,1.8,0.4,0.65,0.493,0.171,0.152,0.055,0.097,Positive,24,4
508,3fb,2,1,Random,29.2,865.6,1.100749529,7.251829526,836.4,2,Recovery,0.033733826,20,19,1,1,3,Hypoxia acclimated,F,0.22,0.58,21.5,26.5,1.67,0.45,0.36,NA,NA,NA,NA,NA,Random,22,19
509,1fb,2,1,Random,29.1,865.6,1.932819421,8.744336019,836.5,3,Recovery,0.033618299,34,34,1,1,1,Hypoxia acclimated,F,0.16,0.3,19,22,1.08,0.28,0.25,NA,NA,NA,NA,NA,Random,22,34
510,2mg,1,1,Small,29.03333333,865.6,2.139021884,6.938786696,836.5666667,2,Recovery,0.033541282,NA,41,0,1,2,Normoxia acclimated,M,0.06,0.07,15.5,15.5,0.27,0.07,0,NA,NA,NA,NA,NA,Positive,16,41
511,3fg,5,2,Random,28.96666667,865.6,1.288763485,8.628617222,836.6333333,3,Normoxia,0.033464264,NA,NA,NA,NA,3,Hypoxia acclimated,F,0.3,0.82,23.5,30,1.73,0.93,0.42,0.657,0.254,0.228,0.105,0.123,Random,30,NA
512,4ml,5,2,Random,28.53333333,865.6,1.494351422,7.600906572,837.0666667,3,Hypoxia,0.032963648,6,4,1,1,4,Normoxia acclimated,M,0.11,0.13,17,18,0.29,0.12,0.1,0.738,0.26,0.192,0.059,0.133,Random,18,4
513,10fb,3,1,Large,28.5,865.6,1.685517025,7.089872086,837.1,3,Recovery,0.032925139,NA,7,0,1,10,Hypoxia acclimated,F,0.23,0.69,22,30.5,1.89,0.54,0.56,NA,NA,NA,NA,NA,Negative,30,7
514,10mp,7,3,Large,28.03333333,865.6,2.173890191,7.05852592,837.5666667,3,Recovery,0.032386014,NA,NA,NA,NA,10,Hypoxia acclimated,M,0.16,0.17,20,19.5,0.1,0.17,-0.04,NA,NA,NA,NA,NA,Negative,20,NA
515,3mb,2,1,Random,27.5,865.6,2.118774031,7.12871881,838.1,3,Recovery,0.031769871,NA,NA,NA,NA,3,Hypoxia acclimated,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Random,NA,NA
516,10mp,7,3,Large,27.36666667,865.6,1.354591249,7.166749402,838.2333333,2,Recovery,0.031615835,NA,NA,NA,NA,10,Hypoxia acclimated,M,0.16,0.17,20,19.5,0.1,0.17,-0.04,NA,NA,NA,NA,NA,Negative,20,NA
517,7ml,4,2,Large,27.33333333,865.6,1.271429082,8.508480213,838.2666667,3,Hypoxia,0.031577326,115,115,1,1,7,Normoxia acclimated,M,0.1,0.1,16,16.5,0,0.11,0.05,0.769,0.108,0.198,0.024,0.174,Negative,16,6
518,6fp,9,3,Small,27.2,865.6,2.201102359,7.406206318,838.4,3,Normoxia,0.03142329,5,4,1,1,6,Normoxia acclimated,F,0.12,0.33,17,23.5,1.74,0.28,0.56,0.661,0.329,0.194,0.096,0.098,Positive,24,4
519,7ml,4,2,Large,27.1,865.6,1.922567544,7.833183403,838.5,2,Hypoxia,0.031307763,6,115,1,1,7,Normoxia acclimated,M,0.1,0.1,16,16.5,0,0.11,0.05,0.769,0.108,0.198,0.024,0.174,Negative,16,6
520,10ml,4,2,Large,27.03333333,865.6,1.094408891,11.25031981,838.5666667,3,Recovery,0.031230746,NA,NA,NA,NA,10,Hypoxia acclimated,M,0.12,0.11,18,16.5,-0.15,0.13,-0.15,NA,NA,NA,NA,NA,Negative,16,NA
521,3mg,5,2,Random,27.03333333,865.6,1.251948827,10.14315828,838.5666667,3,Normoxia,0.031230746,33,33,1,1,3,Hypoxia acclimated,M,0.11,0.12,18,18,0.15,0.12,0,0.798,0.548,0.208,0.125,0.083,Random,18,5
522,5fg,1,1,Small,26.83333333,865.6,1.78571312,7.055649071,838.7666667,3,Hypoxia,0.030999692,6,6,1,1,5,Hypoxia acclimated,F,0.13,0.43,18,25.5,2.06,0.4,0.6,0.525,0.158,0.162,0.051,0.111,Positive,26,6
523,10fg,3,1,Large,26.8,865.6,2.058886464,7.387164378,838.8,2,Hypoxia,0.030961183,NA,7,0,1,10,Hypoxia acclimated,F,0.16,0.54,20,27,2.1,0.38,0.52,0.409,0.158,0.125,0.05,0.075,Negative,20,7
524,3mb,2,1,Random,26.56666667,865.6,2.063315229,7.986936309,839.0333333,2,Hypoxia,0.03069162,NA,NA,NA,NA,3,Hypoxia acclimated,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Random,NA,NA
525,5mb,1,1,Small,25.7,865.6,1.692191096,6.531339171,839.9,3,Recovery,0.029690388,5,5,1,1,5,Hypoxia acclimated,M,0.07,0.08,12.5,16,0.23,0.09,0.43,NA,NA,NA,NA,NA,Positive,16,5
526,4mb,8,1,Random,25.56666667,865.6,2.484815211,6.571132117,840.0333333,3,Hypoxia,0.029536352,45,45,1,1,4,Normoxia acclimated,M,0.09,0.01,16,17,-3.79,0.1,0.1,0.901,0.185,0.229,0.04,0.189,Random,17,45
527,4fg,5,2,Random,25.2,865.6,1.945201321,6.924752966,840.4,2,Normoxia,0.029112754,6,27,1,1,4,Normoxia acclimated,F,0.23,0.8,22,30.5,2.15,0.72,0.56,0.774,0.329,0.259,0.126,0.133,Random,22,6
528,2fl,9,3,Small,25.06666667,865.6,0.928498428,8.158505205,840.5333333,2,Normoxia,0.028958718,NA,7,0,1,2,Normoxia acclimated,F,0.29,0.54,23.5,27.5,1.07,0.51,0.27,0.899,0.208,0.287,0.072,0.215,Positive,24,7
529,2fp,9,3,Small,25.06666667,865.6,1.433550391,6.429205948,840.5333333,2,Recovery,0.028958718,NA,NA,NA,NA,2,Normoxia acclimated,F,0.3,0.58,23.5,28.5,1.14,0.43,0.33,NA,NA,NA,NA,NA,Positive,24,NA
530,12fb,1,1,Small,24.86666667,865.6,1.310013598,13.04831557,840.7333333,1,Recovery,0.028727665,NA,28,0,1,12,Hypoxia acclimated,F,0.17,0.62,19.5,27,2.23,0.44,0.56,NA,NA,NA,NA,NA,Positive,20,5
531,9fl,7,3,Large,24.53333333,865.6,1.937771653,6.686610865,841.0666667,2,Normoxia,0.028342575,53,15,1,1,9,Normoxia acclimated,F,0.2,0.59,21,28,1.87,0.42,0.5,1.015,0.248,0.315,0.081,0.234,Negative,21,15
532,6fb,1,1,Small,24.5,865.6,1.243703453,7.961958517,841.1,2,Recovery,0.028304067,5,5,1,1,6,Normoxia acclimated,F,0.12,0.34,16.5,24,1.8,0.4,0.65,NA,NA,NA,NA,NA,Positive,16,5
